A.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	fermi kaj fermita	закрыть и закрыть	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	было закрыто	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ни ~ ни ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ни учитель, ни ученики мужского и женского пола	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	не видел ни учителя, ни учеников	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	сидеть, садиться	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	сел (сидел)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	он сел	he got seated	grupo	alternativoj	prononco
level	kaj pensis	и подумал	and thought	grupo	alternativoj	prononco
level	kio okazis?	что случилось?	what did happen?	grupo	alternativoj	prononco
level	diable	до ужаса (как дьявол)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	запруди это	dam it	grupo	alternativoj	prononco
level	memoras	помнит	remembers	grupo	alternativoj	prononco
level	nun mi memoras	теперь я помню	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Воскресенье	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	сегодня ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Сегодня воскресенье	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	спать и заснуть	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	солнце и луна	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	внезапно и неожиданно	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	выключенный! (начать)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	прыгать и прыгать	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	всегда рано	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	сегодня поставил и побежал	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	дело не в возрасте	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	бежал мимо мудрых людей	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	как можно скорее	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	какой мальчик, какая девочка	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ни думал, ни запоминал	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	дьявол ждал воды в воскресенье	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	такой маленький момент	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	даже такой маленький момент того стоит	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	плакала до ночи	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	убери почту из рук	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	посмеялся про себя, убирая почту	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ни он, ни она не смеялись	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	она не засмеялась и не ответила	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	он не сидит и не смотрит	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	я никогда не видел	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Я никогда никому не скажу	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	никому не говори	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	я никогда не скажу	I will never say	grupo	alternativoj	prononco
level	mem	самому себе (самому себе)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	я сам это сделал	I did it myself	grupo	alternativoj	prononco
level	faris tion	сделал это (сделал это)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	сделал это сам (сделал сам)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	увидимся (снова), увидимся (снова)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	до! (до свидания!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	начать говорить	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	начал говорить, начал говорить наконец	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	выпил очень быстро	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	выпил утром	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	прийти пораньше	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	прийти в школу	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	прийти пораньше ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	не слышал новостей	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	еще не слышал	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	я еще не слышал	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	в этот момент	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	в этот момент он плакал	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	мальчик, который не любит	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	мальчики и девочки	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	другие мальчики и девочки	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	не любит других мальчиков и девочек	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ни друзья, ни подруги	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	нет ни денег ни времени	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	у кого была книга?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	книга, которую ты ждал	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	то, чего ты ждал больше 2 лет	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	Вы хотите, чтобы?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	ты хочешь этого ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	самый дорогой	dearest	grupo	alternativoj	prononco
level	plej kara foto	самое дорогое фото	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	моя самая дорогая фотография	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	где ты купил ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	эта одежда	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	эта одежда (цель)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	купил этот наряд	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	ты пойдешь туда	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	Куда вы собираетесь?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	Солнечный день	sunny day	grupo	alternativoj	prononco
level	estos suna tago	это будет солнечный день	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	если это будет солнечный день	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	твой брат уже начал	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	твой брат уже начал?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	где вода	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	принести воду	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	ты сам принес	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	вода, которую ты сам принес	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	было очень тихо	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	сегодня моя мама была ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Я пришел из ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	из школы	out of the school	grupo	alternativoj	prononco
level	raportis al ~	сообщил ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	и сообщил ей	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	сообщил, что ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	сообщил, что получу	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	я получу плохую оценку	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	она сказала это ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	ты должен заставить ~ работать	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	более	more	grupo	alternativoj	prononco
level	pli multe laborigi	чтобы работать больше	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	чтобы твоя голова работала	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	сколько плохих оценок	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	у тебя так много плохих оценок	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	было грустно	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	в твою комнату	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	иди в свою комнату	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	иди и учись	go and learn	grupo	alternativoj	prononco
level	mi sidis	Я сидел	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	в моей комнате	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	сидел в своей комнате	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ни выучить, ни прочитать	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	но я не мог ни учиться, ни читать	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	мои мысли	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	в игре	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	игра с моими друзьями	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	в спорте	at sport	grupo	alternativoj	prononco
level	al mi mem	для себя	to myself	grupo	alternativoj	prononco
level	diris al mi mem	сказал себе	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	так глуп	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	я настолько глуп?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	хотя я многому научился	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	мать вошла	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	мои слова	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	и услышал мои слова	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	она ответила сразу	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Нет мой дорогой	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	ты не глупый	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	проблема в том, что ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	что ты должен научиться	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	должен узнать гораздо больше	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	тогда у тебя не будет	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	плохие оценки	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	будут только плохие оценки	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	также сейчас	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	у меня их нет	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	у меня хорошая оценка	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	о музыке	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	хорошее замечание о музыке	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	мать вдруг рассмеялась	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	это украшало ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	мой день	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	сделал мой день	made my day	grupo	alternativoj	prononco
level	sed tamen restis	но все равно остался	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	но проблема все равно осталась	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	килограмм ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	килограмм сахара	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	стакан ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	стакан воды	a glass of water	grupo	alternativoj	prononco
level	multe da ~	много ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	много идей	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	сдерживать	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	разобрался во всем	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	передал ему	handed over to him	grupo	alternativoj	prononco
level	mi petas	Я прошу	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	стакан кофе	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	и немного воды	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Я хотел бы стакан кофе	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Я хотел бы чашку чая	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	причинить ему боль	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	у него болела голова	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	он заболел	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	любит быть красивой	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	она украсила свое лицо	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	мальчику нравится быть красивым	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	поэтому она украсила его	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	после ланча	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	убрать кухню	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	кто будет убирать кухню?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	хочет пить	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	что ты хочешь выпить	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	пить чай	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	немного воды	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	ты ничего не хочешь?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	так внезапно	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	почему ты решил ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	почему ты так внезапно решил?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	твоя комната	your room	grupo	alternativoj	prononco
level	via ĉambreto	твоя маленькая комната	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	в твою маленькую комнату	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	отремонтировать твою маленькую комнату	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	решил отремонтировать свою маленькую комнату	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	кому	to whom	grupo	alternativoj	prononco
level	vi donis ~	ты дал ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	кому ты дал ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	чистые очки	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	ты дал чистые очки	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	чистые бокалы для вина	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	против кого	against whom	grupo	alternativoj	prononco
level	via sportklubo	твой спортивный клуб	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	играет против ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	две недели назад	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	против кого играл ваш спортивный клуб?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ты видишь ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ты часто видишься ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	часто видишь полицейского	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	тот, кто живет в ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	живет в ночлежке	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	жилище над тобой	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	видит полицейского, который живет в ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	план вождения	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	хотел путешествовать	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	поехать в другую страну	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	в свободное время	in free time	grupo	alternativoj	prononco
level	ili decidis iri	они решили пойти	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	решил поехать в Италию	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	старые города	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	страна со старыми городами	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	другие красавицы	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	и другие красавицы	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	красивая страна со старыми городами и другими красотами	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	они были счастливы	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	где ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	где моя одежда	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	она спросила ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	давай не забудем взять с собой ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	взять книгу с собой	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	книга для изучения эсперанто	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	носить с собой книгу, чтобы учиться	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	мы можем начать ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	в поезде	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	уже в поезде	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	мы ничего не будем делать	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	на машине	by car	grupo	alternativoj	prononco
level	ni veturos per ~	мы проедем мимо ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	будет водить машину	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	у меня есть секрет	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	мой богатый дядя	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	мое желание	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	исполнил мое желание	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	дал нам	gave us	grupo	alternativoj	prononco
level	sian aŭton	его машина	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	и подарил нам свою машину	and gave us his car	grupo	alternativoj	prononco
level	por uzo	для использования	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	оно стоит перед ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	стоит перед домом	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Я должен сказать ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ничего не говори	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	давай сядем	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	забирайся в машину	get in the car	grupo	alternativoj	prononco
level	veturi al ~	поехать в ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	и поехать в Италию	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	сел в машину	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	также одежда	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ был в машине	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	все еще сидел и ждал	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	но он ждал	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	почему бы нам не ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	почему бы нам не начать ехать?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	у меня тоже есть ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	повел бы машину	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	но я не знаю ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Я никогда этому не учился	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Я бы поверил~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	если бы я был здоров	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Я была бы очень рада	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	как будто ты богат	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	ты сидишь там, как будто ты богатый человек	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	предполагаемая школа	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	как богатый человек	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	ты сидишь там как богатый человек	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	Так много денег	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	столько же денег, сколько идей	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	если бы у меня было столько денег	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	я буду путешествовать	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	во всем мире	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	в каждом словаре	in every dictionary	grupo	alternativoj	prononco
level	mankas io	чего-то не хватает	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	некоторые слова отсутствуют	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	человек, который говорил долго	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	за обеденным столом	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	человек, который расскажет, останется голодным	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	продолжает рассказывать за обеденным столом	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	ему пришлось обратить внимание на ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	мне не разрешили ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	было разрешено остаться	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	не разрешили оставаться надолго	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	остаться под дождем	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	вот почему он простудился	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	у него есть своя ясная идея	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	но он всему поверит	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	как скажешь	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	как будто ты его жена	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	ваши родители	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	чтобы сделать твоих родителей счастливыми	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	что может порадовать ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	что могло бы порадовать твоих родителей больше всего?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	после обучения	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	по крайней мере после обучения	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	в центр города	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	если бы ты пошел со мной	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	если бы ты поехал со мной в центр города	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	куда бы вы хотели отправиться в путешествие?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	если бы у тебя было ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	достаточно денег	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	если бы у тебя было достаточно денег и температуры	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	ты планируешь ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	планирует поехать в Париж	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	ездить на аксуто	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	намного лучше	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	кажется намного лучше	seems much better	grupo	alternativoj	prononco
level	per vagonaro	поездом	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	или не кажется, что это намного лучше?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	разные люди	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	почему люди объясняют по-разному?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	те же идеи	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	объясняет те же идеи	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	члены семьи собираются вместе	family members get together	grupo	alternativoj	prononco
level	kiel rapide	как быстро	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	проходят дни	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	как быстро проходят дни!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	завтра будет ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	день рождения твоего отца	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	несколько членов семьи	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	придут несколько членов семьи	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	и друзья	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	не могли бы вы ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	не могли бы вы немного помочь?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	некоторое время	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	найди немного времени	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	чтобы привести в порядок свою комнату	to tidy your room	grupo	alternativoj	prononco
