B.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	povas almenaŭ trafi la malfermon	saab vähemalt ava sisse lüüa	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	kongressi avamine	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	saad vähemalt konvendi avamisele pihta	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	millal see saab olema?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	kell veerand üksteist	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	see kestab tund aega	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	ja kell kaksteist on võimalik süüa	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	ilus, ma ootan seda	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	räägi mulle, mis toimub avamise ajal?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	kas seda tasub üldse külastada?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	minu arust jah	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	tavaliselt pole see eriti elav	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	aga sulle kui algajale	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	sellel võib olla huvitav osaleda	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Ma arvan, et ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO president ütleb paar sõna	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	kongressi teema	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	tundub, ilmselt	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	ilmselt keegi LKK-st esitab kongressi teema	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	igal IJK-l on oma teema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Loodan, et tuleb ka muusikat	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	noh, kus see toimub?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	suures loengusaalis	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	kuidas seda leida?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	kui te siit kohast lahkute	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	mine otse hoone lõppu	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	ehk 100 meetrit	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	jälle otse, võib-olla 100 meetrit	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	ja seal on kollane maja	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	vasakul pool teed	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	sildid kõigi IJK saitide kohta	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	sellest leiate sildid kõigi IJK saitide kohta	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Saadan sõnumi mobiiltelefoniga	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	kui ma seda ei leia	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	Oh, hea idee, näeme seal üleval!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	loengusaalis	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	kaitseinglid? Kas sa teed nalja?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO president	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	lõpuks soovin teile kõigile lõbusat nädalat	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	viimaste andmete kohaselt	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	meid on siin 423 38 riigist	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Soovin teile viljakat ja lõbusat IJK nädalat	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	tervitame soojalt TEJO juhatuse nimel	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	pärast suurt aplausi	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	kas sul õnnestus ärkvel püsida?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	jah, peamiselt nälja pärast	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	ei, ma teen nalja. huvitav oli kuulda	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	huvitav oli tegevusest natukene kuulda	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	kuulda liikumise tegevusest ja ülesehitusest	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	TEJO seanss pakub teile huvi	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	võib-olla võib mõni TEJO seanss teile huvi pakkuda	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	jah võib-olla	yes maybe	grupo	alternativoj	prononco
level	mi provos	ma proovin	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	proovib osaleda	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Püüan osaleda	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	ühel osaleda	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	vaatama tulla	attend to see	grupo	alternativoj	prononco
level	iun tagon	ühel päeval (ükskord)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Ma proovin ükspäev	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	üks päev osalemiseks	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	külastage kunagi, et näha	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Proovin ühel päeval osaleda, et näha	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	Mis see on?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	mis see ~-ga on	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	kaitseingel	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	see &quot;kaitseingli&quot; kohta	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	aga mis on	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	aga mis see &quot;kaitseingliga&quot; on?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	nali?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	halb nali?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	halb nali	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	mingi nali	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	mingi halb nali	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(kas see on) halb nali?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	ma tegin nalja	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	ei, ma teen nalja	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	huvitav oli kuulda	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	kuidas ~ ühendust võtta	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	ja kuidas nende inglitega ühendust saada?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	mõne IJK palvega võib-olla	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	proovi seda! kui see ei tööta, võite minna lehele ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	pärast lõunat võite minna tuppa &quot;Taevas&quot;.	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	suurepärane, kõigepealt toit, siis taevas	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	kõigepealt toit, siis taevas inglitele	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	pärast natuke vähem toitu	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe läheb tuppa &quot;taevas&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	tere, kas see on teie esimene IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	Okei. Ma olen väga rõõmus. Mina olen Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	ja see on juba minu kuues IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	siin on paber mõne küsimusega	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	paber küsimuste ja ülesannetega	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	mõned kongressiga seotud küsimused ja ülesanded	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	proovite neid lahendada	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Soovitan teil proovida neid lahendada	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	koos Ana Poolast, Boris Saksamaalt ja Natsuko Jaapanist	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	lihtsalt helista mulle, kui vajad abi	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	hiljem raamatuteeninduses	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	kuidas siis taevas oli?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Tegelikult kohtasin tõelist inglit!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	taevane, ma arvan, et kohtasin tegelikult tõelist inglit!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ta oli hämmastavalt ilus ja lahke	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Oh mu jumal! ja mis ta nimi on?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oh, ma juba unustasin!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	joob üha rohkem purju	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	baaris joob Kabe aina rohkem purju	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	kas baarmen on ka?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	üks õlu palun	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	maksab 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	kas sa tahaksid ka midagi muud?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ei aitäh, mulle piisab õllest	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	tõesti? aga viin, labamba ja emased?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	noh, miks mitte	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	öeldakse, et see on lõbus	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Ma ei ole veel labambat tantsinud, aga mulle öeldakse, et see on lõbus	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	laulu &quot;La Bamba&quot; ajal tantsivad inimesed	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	inimesed tantsivad suures ringis	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	ja selles ringis tantsivad teised inimesed	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	töötab nii, et ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	töötab nii, et inimesed tantsivad suures ringis	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	tantsib suures ringis ja selle ringi sees	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	inimesed tantsivad ja teised tantsivad	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	need, kes tantsivad ringis	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	need, kes tantsivad, valivad ringist tantsija	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	valib tantsija ja suudleb teda	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	suudleb teda kolm korda põskedele	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	valib tantsija ja musitab põskedele	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	valib ringist tantsija ja suudleb	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	siis vahetavad kohad	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	suudlused, suudlev inimene, suudlev inimene, inimene, kes suudleb, inimene, keda suudletakse	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	ja suudletust saab inimene, kes suudleb	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	need tantsijad valivad ja siis vahetavad kohad	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	isik, kes suudles, on nüüd inimene, keda suudletakse	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	väga lihtne, eks?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	noh, ma loodan, et see on ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	praktikas lihtsam	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	loodab, et on lihtsam	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	praktikas on see lihtsam	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	proovin millalgi	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	aga kõigepealt õlu!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Ükskord proovin, aga enne õlut!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	tark poiss	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	sina, kes tunned peaaegu kõiki	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	tunneb siin peaaegu kõiki	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	kas sa tead kes see tüdruk on?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	tüdruk, kes koordineeris	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	tüdruk, kes koordineeris &quot;kaitseingleid&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	sa ilmselt mõtled Jesile	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	jah see on õige!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Mäletan, et kuulsin	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	nüüd ma mäletan, et ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	mäletan, et kuulsin tema nime	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	minu arvates	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ta on imelik inimene	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	minu arust on ta imelik inimene	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	ei joo õlut üldse	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	ja ei söö liha	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	tundub, et ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	tema ainus huvi on ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	ainus huvi on esperanto tegevus	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	tundub, et tema ainus huvi on esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	aga ta on väga ilus	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	on väga ilus ja lahke	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	minu arust väga tore ja lahke	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	võib-olla on sul õigus	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	võib-olla on sul selles osas õigus	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	pole peaaegu kunagi baaris	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ta pole peaaegu kunagi ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	ei kohtu temaga sageli	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Ma ei kohtu sageli	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ja seetõttu ei kohta ma teda sageli	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	vilistab selliste inimeste peale	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	tegelikult ma täitsa vilistan	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	ma saan aru ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	nii räägib tõeline baarmen	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	õigesti, teie terviseks!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	teie terviseks! oh, suurepärane õlu	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	loomulikult valisin selle mina	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	Kas sul on aimu?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	kust oleks võimalik seda võõrast tüdrukut leida?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	leida see kummaline, kuid väga ilus tüdruk	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idee, kust seda leida võiks ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	on idee, kust oleks võimalik ~ leida	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	kindlasti teepesulas (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	sellised inimesed istuvad pidevalt	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	istub seal pidevalt ja joob teed	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	milline tüütu elu!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	teepesula (Owlery) on vaikne koht	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	vaikne koht, kus saab teed juua	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	juua teed, vestelda, kuulata vaikset muusikat	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	vaikse muusika kuulamine jms	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	leiate selle koridori lõpust	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	baarist väljaspool asuva koridori lõpus	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	sa ei saa oma õlut kaasas kanda	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	vii oma õlu sinna	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	aga sa ei saa oma õlut sinna viia	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	see on tõesti öökullide koht!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	kõigepealt tantsupõrandale	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	võib-olla peaksin enne minema	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	las ma lähen kõigepealt tantsupõrandale	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	järgmine inimene!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	mida sa tahad kallis	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	kas on vaba kohta?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	jah, kindlasti	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	väga tore siin	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	siin teepesulas (öökuller)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Ma vajan rahu	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	pärast väga pingelist päeva	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	rahu pärast pingelist päeva	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfäär teepesumajas (öökuller)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ on väga hea kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	vastupidiselt teistele sündmustele	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	muud üritused IJK ajal	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfäär on kontrastiks teistele sündmustele	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	see on väga hea kontrast, kas pole?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	jah, pehme muusika	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	pehme muusika, vaikne vestlus	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	vaikne vestlus ja huvitav tee	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ideaalne jõu taastamiseks	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	sa tundud väga väsinud	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	mida sa terve päeva tegid?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	kõigepealt tegin postituse	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	homsete ekskursioonide postitus	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Tegin postituse ekskursioonide kohta	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	muide, kas sa lähed?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	läheb ekskursioonile	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	kas sa lähed mõnele ekskursioonile?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	jah, suure kose juurde	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	ja siis näitusele	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	näitus kaasaegsest kunstist	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	kose juurde ja siis näitusele	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	hea valik	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	ma lähen ka sinna	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	igatahes juhtisin vestlusringi	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	plakateid riputama	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	pärast ekskursiooniplakatite ülesriputamist	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	vestlusring pealkirjaga &quot;feminism&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	juhtis arutelu pealkirjaga &quot;feminism&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	kas feminism on erinevates riikides sama?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	huvitav ja elav arutelu	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	oli väga huvitav ja elav	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	viimase viie tunni jooksul	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Olin pikal istungil	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	viimased paar tundi olen olnud komisjoni koosolekul	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
